Region,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCases,CasesPerM,DeathsPerM,TotalTests,TestsPerM,Population
China,100467,+81,4636 ,,94063.0,+49,1768.0,5,70,3,160000000,111163,1439323776 
USA,52278595,+193227,831395 ,+2051,40803540.0,+77498,10643660.0,16102,156588,2490,793257487,2376014,333860677
India,34758481,+6317,478325 ,+318,34195060.0,+8043,85096.0,8944,24828,342,666126659,475813,1399976270
Brazil,22219477,+3621,617991 ,+86,21414318.0,,187168.0,8318,103450,2877,63776166,296932,214784057
UK,11541351,+90365,147433 ,+172,9873098.0,+46557,1520820.0,859,168706,2155,390544657,5708789,68411120
Russia,10267719,+25907,299249 ,+1027,9055199.0,+40219,913271.0,2300,70314,2049,235900000,1615459,146026630
Turkey,9209740,+19859,80778 ,+187,8835629.0,+25532,293333.0,1128,107496,943,115079943,1343217,85674867
France,8713756,+72832,121946 ,+229,7603397.0,+49386,988413.0,3025,133062,1862,178020146,2718436,65486233
Germany,6869495,+35049,109759 ,+516,5866900.0,+65500,892836.0,4636,81606,1304,89622218,1064669,84178481
Iran,6175782,+2413,131167 ,+43,6012695.0,+3206,31920.0,2835,72168,1533,40981684,478897,85575066
Spain,5585054,+49823,88887 ,+94,4991870.0,+6636,504297.0,1472,119386,1900,66213858,1415387,46781452
Italy,5436176,+30831,135948 ,+158,4916068.0,+16189,384160.0,1012,90106,2253,131557823,2180606,60330865
Argentina,5404380,+9336,116953 ,+23,5240512.0,+2913,46915.0,803,117983,2553,27153617,592792,45806294
Colombia,5110788,+1766,129534 ,+47,4950750.0,+1946,30504.0,342,98891,2506,29056227,562221,51681176
Indonesia,4260893,+216,144024 ,+11,4112040.0,+205,4829.0,,15339,518,60784337,218821,277780937
Poland,3982249,+13798,92054 ,+540,3475397.0,+16527,414798.0,2058,105391,2436,26391814,698463,37785553
Mexico,3934102,+716,297916 ,+58,3290162.0,+2288,346024.0,4798,30048,2275,12177063,93007,130926674
Ukraine,3616716,+6029,93608 ,+346,3357405.0,+18850,165703.0,177,83437,2160,16532593,381404,43346668
South Africa,3332008,+15423,90488 ,+35,3043094.0,+16809,198426.0,546,55157,1498,20985692,347393,60409155
Netherlands,3001461,+9304,20534 ,+30,2421782.0,+20607,559145.0,596,174598,1194,19205114,1117180,17190710
Philippines,2837523,,50794 ,+10,2777235.0,+66,9494.0,899,25397,455,24937631,223201,111727361
Malaysia,2724684,+3140,31192 ,+57,2642469.0,+4278,51023.0,353,82626,946,39937310,1211093,32976266
Czechia,2415653,+8583,35453 ,+69,2206808.0,+553,173392.0,840,224958,3302,46258514,4307829,10738242
