Region,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCases,CasesPerM,DeathsPerM,TotalTests,TestsPerM,Population
China,99517,63.0,4636.0,,93659.0,31.0,1222.0,29.0,69.0,3.0,160000000.0,111163.0,1439323776.0
USA,50705257,136839.0,817326.0,1574.0,39951693.0,71601.0,9936238.0,14839.0,151904.0,2449.0,772474927.0,2314205.0,333797157.0
India,34682736,7992.0,475128.0,393.0,34105066.0,7678.0,102542.0,8944.0,24782.0,339.0,653376628.0,466854.0,1399531786.0
Brazil,22184824,7765.0,616733.0,229.0,21407699.0,,160392.0,8318.0,103313.0,2872.0,63776166.0,297000.0,214734593.0
UK,10719165,58194.0,146255.0,120.0,9414117.0,35952.0,1158793.0,900.0,156714.0,2138.0,374468898.0,5474735.0,68399452.0
Russia,9956679,30873.0,287180.0,1176.0,8673518.0,35657.0,995981.0,2300.0,68185.0,1967.0,230400000.0,1577816.0,146024586.0
Turkey,9002968,18561.0,78778.0,176.0,8568914.0,25129.0,355276.0,1128.0,105119.0,920.0,111213349.0,1298537.0,85645129.0
France,8105785,,120168.0,,7252376.0,,733241.0,2461.0,123787.0,1835.0,170480237.0,2603487.0,65481511.0
Germany,6463737,58969.0,105931.0,496.0,5329300.0,51000.0,1028506.0,4636.0,76794.0,1259.0,87852398.0,1043753.0,84169720.0
Iran,6150843,2971.0,130603.0,79.0,5957017.0,6592.0,63223.0,3154.0,71906.0,1527.0,39846085.0,465819.0,85539819.0
Argentina,5354440,3573.0,116748.0,29.0,5211264.0,1931.0,26428.0,706.0,116928.0,2549.0,26619622.0,581307.0,45792710.0
Spain,5290190,17012.0,88381.0,60.0,4943735.0,2139.0,258074.0,1056.0,113084.0,1889.0,66213858.0,1415405.0,46780860.0
Italy,5185270,20497.0,134669.0,118.0,4787453.0,11777.0,263148.0,816.0,85943.0,2232.0,124925626.0,2070576.0,60333768.0
Colombia,5089695,1687.0,129011.0,42.0,4930529.0,1644.0,30155.0,342.0,98516.0,2497.0,28559483.0,552799.0,51663404.0
Indonesia,4258752,192.0,143923.0,5.0,4109675.0,311.0,5154.0,,15337.0,518.0,57596611.0,207416.0,277686164.0
Mexico,3911714,3180.0,296186.0,293.0,3266965.0,2380.0,348563.0,4798.0,29887.0,2263.0,12024114.0,91870.0,130882288.0
Poland,3785034,24989.0,87928.0,571.0,3237017.0,25459.0,460089.0,2070.0,100168.0,2327.0,25430252.0,672991.0,37786907.0
Ukraine,3543684,11327.0,90343.0,442.0,3158426.0,24456.0,294915.0,177.0,81736.0,2084.0,16234638.0,374456.0,43355238.0
South Africa,3112469,19017.0,90080.0,20.0,2878855.0,8526.0,143534.0,546.0,51544.0,1492.0,20071560.0,332395.0,60384640.0
Netherlands,2846126,17471.0,20004.0,85.0,2216825.0,12571.0,609297.0,651.0,165574.0,1164.0,19205114.0,1117260.0,17189470.0
Philippines,2836004,183.0,49961.0,25.0,2774013.0,310.0,12030.0,899.0,25394.0,447.0,24522686.0,219581.0,111679536.0
Malaysia,2683523,5058.0,30831.0,44.0,2591819.0,4997.0,60873.0,393.0,81411.0,935.0,39027002.0,1183976.0,32962670.0
Czechia,2312795,14243.0,34315.0,97.0,2008114.0,578.0,270366.0,1086.0,215392.0,3196.0,45289898.0,4217882.0,10737592.0
Peru,2251027,1356.0,201650.0,123.0,,,,993.0,66930.0,5996.0,20753581.0,617067.0,33632647.0
Thailand,2160780,4193.0,21110.0,28.0,2082951.0,7863.0,56719.0,1369.0,30845.0,301.0,14913135.0,212886.0,70052200.0
Iraq,2087247,545.0,23959.0,16.0,2054081.0,663.0,9207.0,84.0,50271.0,577.0,16527739.0,398069.0,41519809.0
Belgium,1914527,16029.0,27463.0,47.0,1411414.0,8362.0,475650.0,825.0,164164.0,2355.0,25683360.0,2202265.0,11662249.0
Canada,1827755,4745.0,29900.0,24.0,1764867.0,3028.0,32988.0,469.0,47824.0,782.0,49829014.0,1303794.0,38218474.0
Romania,1791502,931.0,57563.0,72.0,1711942.0,2240.0,21997.0,706.0,94028.0,3021.0,16357744.0,858548.0,19052803.0
Chile,1779865,1495.0,38638.0,38.0,1676752.0,2105.0,64475.0,682.0,91971.0,1997.0,26225407.0,1355150.0,19352398.0
Japan,1728410,173.0,18371.0,2.0,1709126.0,118.0,913.0,27.0,13726.0,146.0,28364634.0,225261.0,125918735.0
Bangladesh,1578819,269.0,28017.0,1.0,1543740.0,249.0,7062.0,1369.0,9451.0,168.0,11082954.0,66345.0,167050838.0
Vietnam,1382272,14839.0,27402.0,216.0,1052341.0,1362.0,302529.0,7681.0,14019.0,278.0,70692311.0,716966.0,98599197.0
Israel,1349385,426.0,8210.0,,1335236.0,589.0,5939.0,92.0,144691.0,880.0,35924740.0,3852106.0,9326000.0
Pakistan,1288366,313.0,28812.0,9.0,1250069.0,648.0,9485.0,758.0,5674.0,127.0,22428325.0,98777.0,227059355.0
Serbia,1271794,1387.0,12113.0,38.0,1223753.0,2732.0,35928.0,187.0,146408.0,1394.0,6955451.0,800704.0,8686672.0
Sweden,1229217,,15158.0,,1166352.0,1011.0,47707.0,48.0,120631.0,1488.0,13934770.0,1367504.0,10189927.0
Austria,1221095,3659.0,13076.0,65.0,1129438.0,9572.0,78581.0,598.0,134476.0,1440.0,114403886.0,12599013.0,9080385.0
Portugal,1185036,3742.0,18626.0,16.0,1101911.0,4357.0,64499.0,137.0,116708.0,1834.0,22443244.0,2210312.0,10153882.0
Hungary,1182922,6884.0,36429.0,166.0,968897.0,13649.0,177596.0,573.0,122901.0,3785.0,8768881.0,911051.0,9625017.0
Switzerland,1106573,5213.0,11783.0,11.0,887573.0,3703.0,207217.0,273.0,126527.0,1347.0,13030943.0,1489977.0,8745735.0
Jordan,1003428,4936.0,11917.0,38.0,924702.0,4042.0,66809.0,1218.0,96960.0,1152.0,12619199.0,1219374.0,10348917.0
Greece,994901,5087.0,19085.0,103.0,905524.0,3742.0,70292.0,702.0,96128.0,1844.0,40028300.0,3867577.0,10349710.0
Kazakhstan,978362,648.0,12828.0,14.0,946451.0,922.0,19083.0,528.0,51223.0,672.0,11575012.0,606025.0,19099894.0
Cuba,963493,65.0,8311.0,,954741.0,82.0,441.0,15.0,85139.0,734.0,11289974.0,997642.0,11316658.0
Morocco,951267,175.0,14795.0,1.0,934373.0,364.0,2099.0,347.0,25340.0,394.0,10547914.0,280977.0,37540110.0
Georgia,882822,3454.0,12631.0,49.0,825442.0,3334.0,44749.0,,221918.0,3175.0,12040027.0,3026549.0,3978137.0
Nepal,823786,232.0,11552.0,3.0,806237.0,337.0,5997.0,114.0,27560.0,386.0,4702838.0,157336.0,29890427.0
Slovakia,764112,6620.0,15236.0,57.0,636055.0,9247.0,112821.0,605.0,139859.0,2789.0,4825139.0,883167.0,5463451.0
UAE,742641,74.0,2151.0,2.0,737749.0,93.0,2741.0,,73804.0,214.0,104174110.0,10352857.0,10062354.0
Tunisia,719247,241.0,25419.0,3.0,692463.0,179.0,1365.0,50.0,59954.0,2119.0,3220850.0,268480.0,11996597.0
Bulgaria,713083,1719.0,29459.0,77.0,586208.0,2329.0,97416.0,628.0,103750.0,4286.0,6866448.0,999034.0,6873085.0
Lebanon,686725,1563.0,8824.0,10.0,638964.0,,38937.0,186.0,101266.0,1301.0,4795578.0,707165.0,6781413.0
Belarus,671432,1800.0,5245.0,18.0,661296.0,2072.0,4891.0,,71090.0,555.0,10626257.0,1125085.0,9444846.0
Croatia,648003,3797.0,11516.0,71.0,609663.0,4585.0,26824.0,326.0,159262.0,2830.0,3559322.0,874786.0,4068794.0
Guatemala,621844,516.0,16029.0,9.0,604817.0,572.0,998.0,5.0,33810.0,872.0,3180830.0,172945.0,18392121.0
Ireland,614952,4097.0,5788.0,,475058.0,2968.0,134106.0,110.0,122570.0,1154.0,9313992.0,1856427.0,5017161.0
Azerbaijan,602137,1109.0,8055.0,17.0,573034.0,1946.0,21048.0,,58627.0,784.0,5655385.0,550632.0,10270719.0
Sri Lanka,571426,754.0,14573.0,18.0,544200.0,377.0,12653.0,,26525.0,676.0,5726599.0,265828.0,21542528.0
Costa Rica,567995,89.0,7332.0,4.0,558639.0,438.0,2024.0,64.0,110054.0,1421.0,2839020.0,550083.0,5161073.0
Saudi Arabia,550136,48.0,8851.0,1.0,539338.0,61.0,1947.0,29.0,15456.0,249.0,31908463.0,896462.0,35593757.0
Bolivia,549638,1746.0,19281.0,5.0,501698.0,1123.0,28659.0,220.0,46180.0,1620.0,2593083.0,217868.0,11902109.0
Denmark,542794,6599.0,2996.0,13.0,467910.0,4065.0,71888.0,65.0,93238.0,515.0,97849184.0,16808029.0,5821574.0
